stopID,stopDate,stopTime,stopCity,stopZip,stopReason,stopReasonDesc,stopSearch,stopSearchDesc,stopOutcome,stopOutcomeDesc,stopContra,stopContraDesc,citationType,citationTypeDesc,driverAge,driverGender,driverRace,officer,officerAge,officerRace,officerGender,Location 1
65320,2011-01-09,9:50:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,35,M,W,46,55,W,M,"NORTH ST
"
75058,2011-01-09,11:33:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,38,M,W,50,22,W,M,"WALES ST
"
73185,2011-01-11,5:15:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,47,M,W,6,49,W,M,"S MAIN ST
"
73311,2011-01-11,7:20:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,26,M,W,39,24,W,M,"BAXTER ST
"
75098,2011-01-11,3:50:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,55,M,W,44,28,W,M,"STRATTON RD
"
73312,2011-01-11,4:25:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,32,M,W,46,55,W,M,"FOREST ST
"
73314,2011-01-11,4:50:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,47,F,W,46,55,W,M,"FOREST ST
"
77232,2011-01-12,12:05:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,W,Written Warning Issued,X,No Applicable/No Search,,,22,F,W,39,24,W,M,"S MAIN ST
"
73509,2011-02-11,6:15:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,IV,Inspection Violation,22,M,W,39,24,W,M,"PARK ST
"
73511,2011-02-11,11:35:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,21,F,W,46,55,W,M,"FOREST ST
"
73513,2011-02-11,11:50:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,41,M,W,46,55,W,M,"FOREST ST
"
77406,2011-02-12,3:55:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,36,M,W,6,49,W,M,"S MAIN ST
"
69594,2011-03-10,6:40:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,,,,F,W,6,49,W,M,"N MAIN ST
"
69593,2011-03-10,7:33:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,RV,Registration Violation,22,F,W,6,49,W,M,"MERCHANTS ROW
"
69601,2011-03-10,9:50:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,RV,Registration Violation,39,M,W,6,49,W,M,"WEST ST
"
69424,2011-04-10,4:29:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,51,F,W,36,38,W,M,"WEST ST
"
73800,2011-04-11,9:40:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,62,M,W,16,55,W,M,"N MAIN ST
"
73801,2011-04-11,11:05:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,59,M,W,16,55,W,M,"N MAIN ST
"
73802,2011-04-11,11:26:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,IV,Inspection Violation,34,F,,16,55,W,M,"N MAIN ST
"
73922,2011-04-11,11:42:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,39,M,W,16,55,W,M,"N MAIN ST
"
73924,2011-04-11,11:56:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,40,M,W,16,55,W,M,"N MAIN ST
"
73931,2011-04-11,12:18:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,NC,No Contraband/Evidence Found,MV,Moving Violation,26,M,,16,55,W,M,"N MAIN ST
"
77789,2011-04-12,9:03:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,,,41,M,W,39,25,W,M,"PARK ST
"
79192,2011-04-12,9:03:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,RV,Registration Violation,41,M,W,39,25,W,M,"PARK ST
"
65794,2011-05-09,8:15:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,IV,Inspection Violation,30,M,W,44,28,W,M,"WEST ST
"
65808,2011-05-09,9:00:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,32,M,W,44,28,W,M,"RIVER ST
"
65810,2011-05-09,9:51:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,48,F,W,44,28,W,M,"S MAIN ST
"
65811,2011-05-09,11:15:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,IV,Inspection Violation,25,F,W,44,28,W,M,"S MAIN ST
"
73941,2011-05-11,8:30:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,IV,Inspection Violation,19,M,W,39,25,W,M,"S MAIN ST
"
74134,2011-05-11,10:00:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,51,F,,46,56,W,M,"N MAIN ST
"
74138,2011-05-11,10:20:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,53,M,W,46,56,W,M,"N MAIN ST
"
74139,2011-05-11,2:45:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,37,F,W,46,56,W,M,"FOREST ST
"
74142,2011-05-11,3:45:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,58,M,W,46,56,W,M,"FOREST ST
"
74144,2011-05-11,4:00:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,75,F,W,46,56,W,M,"FOREST ST
"
74164,2011-05-11,9:00:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,W,Written Warning Issued,X,No Applicable/No Search,,,30,F,W,39,25,W,M,"140 GRANGER ST; Howe Center
(39.76116, -84.16332)"
78033,2011-05-12,12:58:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,IV,Inspection Violation,40,M,W,16,55,W,M,"CRESCENT ST
"
78034,2011-05-12,1:25:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,29,M,W,16,55,W,M,"N MAIN ST
"
78035,2011-05-12,1:50:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,IV,Inspection Violation,69,M,W,16,55,W,M,"NORTH ST EXT
"
78036,2011-05-12,2:05:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,NC,No Contraband/Evidence Found,MV,Moving Violation,34,M,W,16,55,W,M,"N MAIN ST
"
78038,2011-05-12,2:25:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,NC,No Contraband/Evidence Found,MV,Moving Violation,56,F,,16,55,W,M,"N MAIN ST
"
78040,2011-05-12,3:03:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,NC,No Contraband/Evidence Found,IV,Inspection Violation,29,F,W,16,55,W,M,"GROVE ST
"
79196,2011-05-12,9:05:00PM,Rutland City,5701,I,Investigatory Stop,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,RV,Registration Violation,33,F,W,39,25,W,M,"S MAIN ST
"
180454,2011-05-27,2:55:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,47,M,W,16,55,W,M,"Killington Avenue
"
65813,2011-06-09,6:25:00PM,Rutland City,5701,E,Externally Generated Stop,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,IV,Inspection Violation,28,F,W,6,49,W,M,"MERCHANTS ROW
"
65895,2011-06-09,7:50:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,,,,F,W,6,49,W,M,"COLUMBIAN AVE
"
65936,2011-06-09,8:10:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,23,F,W,6,49,W,M,"STATE ST
"
65950,2011-06-09,8:50:00PM,Rutland City,5701,E,Externally Generated Stop,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,RV,Registration Violation,32,M,W,6,49,W,M,"STRONGS AVE
"
65954,2011-06-09,9:15:00PM,,,E,Externally Generated Stop,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,RV,Registration Violation,24,M,U,6,49,W,M,
65963,2011-06-09,9:55:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,28,F,W,6,49,W,M,"STRONGS AVE
"
65964,2011-06-09,10:15:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,58,F,W,6,49,W,M,"RIVER ST
"
65968,2011-06-09,10:35:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,IV,Inspection Violation,26,F,W,6,49,W,M,"STRONGS AVE
"
65970,2011-06-09,11:05:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,IV,Inspection Violation,51,M,W,6,49,W,M,"PINE ST
"
69738,2011-06-10,12:35:00AM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,IV,Inspection Violation,29,M,,39,25,W,M,"N MAIN ST
"
73904,2011-06-11,10:43:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,NC,No Contraband/Evidence Found,MV,Moving Violation,22,F,,8,29,W,F,"RIPLEY RD
"
73916,2011-06-11,11:10:00AM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,NC,No Contraband/Evidence Found,RV,Registration Violation,53,F,W,8,29,W,F,"RIVER ST
"
73942,2011-06-11,12:25:00AM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,IV,Inspection Violation,29,M,W,39,25,W,M,"STATE ST
"
74163,2011-06-11,12:15:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,W,Written Warning Issued,X,No Applicable/No Search,,,36,F,W,39,25,W,M,"STATE ST
"
75310,2011-06-11,6:45:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,W,Written Warning Issued,X,No Applicable/No Search,,,45,F,,39,25,W,M,"WEST ST
"
73943,2011-06-11,7:05:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,25,M,W,39,25,W,M,"CLEVELAND AVE
"
74145,2011-06-11,11:18:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,86,F,,46,56,W,M,"FOREST ST
"
74146,2011-06-11,11:30:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,33,M,W,46,56,W,M,"PARK ST
"
78031,2011-06-12,2:09:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,W,Written Warning Issued,X,No Applicable/No Search,,,23,F,W,39,25,W,M,"S MAIN ST
"
68534,2011-07-09,8:12:00PM,Rutland Town,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,18,M,,35,35,W,M,"US RT 7
"
71390,2011-07-10,10:08:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,38,F,,36,39,W,M,"WEST ST
"
74162,2011-07-11,11:06:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,W,Written Warning Issued,X,No Applicable/No Search,,,58,M,W,8,29,W,F,"N MAIN ST
"
74029,2011-07-11,3:32:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,NC,No Contraband/Evidence Found,MV,Moving Violation,39,M,W,16,55,W,M,"N MAIN ST
"
74030,2011-07-11,3:52:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,NC,No Contraband/Evidence Found,MV,Moving Violation,53,M,W,16,55,W,M,"N MAIN ST
"
74031,2011-07-11,4:47:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,NC,No Contraband/Evidence Found,IV,Inspection Violation,31,F,W,16,55,W,M,"N MAIN ST
"
74148,2011-07-11,11:50:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,70,F,W,46,56,W,M,"N MAIN ST
"
74150,2011-07-11,12:10:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,53,F,W,46,56,W,M,"STRATTON RD
"
74153,2011-07-11,12:20:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,18,M,,46,56,W,M,"STRATTON RD
"
74155,2011-07-11,12:45:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,54,F,W,46,56,W,M,"STRATTON RD
"
78396,2011-07-12,11:45:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,59,F,W,16,55,W,M,"N MAIN ST
"
78398,2011-07-12,12:00:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,53,F,,16,55,W,M,"N MAIN ST
"
78400,2011-07-12,12:21:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,NC,No Contraband/Evidence Found,MV,Moving Violation,24,F,W,16,55,W,M,"N MAIN ST
"
78402,2011-07-12,1:08:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,NC,No Contraband/Evidence Found,MV,Moving Violation,21,M,,16,55,W,M,"N MAIN ST
"
78405,2011-07-12,1:22:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,NC,No Contraband/Evidence Found,MV,Moving Violation,47,M,,16,55,W,M,"N MAIN ST
"
78407,2011-07-12,1:44:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,NC,No Contraband/Evidence Found,MV,Moving Violation,38,M,U,16,55,W,M,"N MAIN ST
"
78412,2011-07-12,2:14:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,NC,No Contraband/Evidence Found,MV,Moving Violation,37,M,,16,55,W,M,"N MAIN ST
"
78415,2011-07-12,2:40:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,NC,No Contraband/Evidence Found,MV,Moving Violation,22,F,,16,55,W,M,"N MAIN ST
"
64181,2011-07-31,10:10:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,27,M,W,44,28,W,M,"CHURCH ST
"
70245,2011-08-10,3:35:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,64,M,W,46,56,W,M,"S MAIN ST
"
74202,2011-08-11,3:20:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,NC,No Contraband/Evidence Found,MV,Moving Violation,57,M,W,16,55,W,M,"N MAIN ST
"
74203,2011-08-11,3:35:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,NC,No Contraband/Evidence Found,MV,Moving Violation,41,F,W,16,55,W,M,"N MAIN ST
"
74218,2011-08-11,3:55:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,NC,No Contraband/Evidence Found,MV,Moving Violation,38,M,W,16,55,W,M,"N MAIN ST
"
74219,2011-08-11,4:25:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,NC,No Contraband/Evidence Found,MV,Moving Violation,68,M,U,16,55,W,M,"N MAIN ST
"
74437,2011-08-11,10:04:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,79,M,W,46,56,W,M,"STRATTON RD
"
74441,2011-08-11,10:12:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,65,F,W,46,56,W,M,"STRATTON RD
"
74444,2011-08-11,10:20:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,83,F,W,46,56,W,M,"STRATTON RD
"
74450,2011-08-11,10:30:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,52,M,U,46,56,W,M,"STRATTON RD
"
74453,2011-08-11,10:40:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,50,F,U,46,56,W,M,"STRATTON RD
"
74457,2011-08-11,10:40:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,IV,Inspection Violation,50,F,U,46,56,W,M,"STRATTON RD
"
74463,2011-08-11,11:00:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,62,F,,46,56,W,M,"STRATTON RD
"
74464,2011-08-11,11:07:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,50,M,A,46,56,W,M,"STRATTON RD
"
74468,2011-08-11,11:20:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,42,M,W,46,56,W,M,"STRATTON RD
"
74481,2011-08-11,11:55:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,51,F,W,46,56,W,M,"KILLINGTON AVE
"
74485,2011-08-11,12:15:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,31,F,W,46,56,W,M,"KILLINGTON AVE
"
74434,2011-08-11,12:25:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,48,M,W,46,56,W,M,"KILLINGTON AVE
"
74489,2011-08-11,1:00:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,45,F,U,46,56,W,M,"JACKSON AVE
"
74490,2011-08-11,1:10:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,38,F,W,46,56,W,M,"N MAIN ST
"
78616,2011-08-12,1:25:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,W,Written Warning Issued,X,No Applicable/No Search,,,52,M,W,25,51,W,M,"S MAIN ST
"
64672,2011-08-24,2:10:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,RV,Registration Violation,35,F,W,6,49,W,M,"WEST ST
"
64675,2011-08-24,2:20:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,52,F,W,6,49,W,M,"WEST ST
"
64679,2011-08-24,2:40:00PM,Rutland City,5701,E,Externally Generated Stop,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,RV,Registration Violation,22,M,W,6,49,W,M,"MERCHANTS ROW
"
64645,2011-08-24,3:20:00PM,Rutland City,5701,E,Externally Generated Stop,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,RV,Registration Violation,24,F,W,6,49,W,M,"STRONGS AVE
"
64648,2011-08-24,3:50:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,RV,Registration Violation,33,F,W,6,49,W,M,"MERCHANTS ROW
"
64692,2011-08-24,4:35:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,RV,Registration Violation,31,M,W,6,49,W,M,"MERCHANTS ROW
"
64695,2011-08-24,5:15:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,24,F,W,6,49,W,M,"FOREST ST
"
64700,2011-08-24,5:55:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,29,M,W,6,49,W,M,"STRONGS AVE
"
64667,2011-08-24,6:30:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,29,M,W,6,49,W,M,"WEST ST
"
64643,2011-08-24,9:30:00PM,Rutland City,5701,I,Investigatory Stop,SRS,Consent Search-Rsnbl Suspicion,A,Arrest for Violation,C,Contraband/Evidence Found,MV,Moving Violation,41,M,W,44,28,W,M,"GROVE ST
"
65319,2011-08-24,5:20:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,24,F,W,46,56,W,M,"WEST ST
"
64665,2011-08-24,4:50:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,43,M,W,,,,,"PINE ST
"
65317,2011-08-26,10:59:00PM,Rutland City,5701,V,Vehicle Equipment,SRS,Consent Search-Rsnbl Suspicion,T,Ticket / VCVC Issued,NC,No Contraband/Evidence Found,MV,Moving Violation,41,M,B,39,25,W,M,"S MAIN ST
"
65318,2011-08-27,12:25:00AM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,IV,Inspection Violation,32,F,W,39,25,W,M,"WOODSTOCK AVE
"
65321,2011-08-31,10:10:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,21,M,,6,49,W,M,"S MAIN ST
"
70264,2011-09-10,12:45:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,36,M,,46,56,W,M,"S MAIN ST
"
70248,2011-09-10,12:45:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,52,M,W,46,56,W,M,"S MAIN ST
"
70267,2011-09-10,1:00:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,66,F,,46,56,W,M,"S MAIN ST
"
74431,2011-09-11,7:45:00PM,Rutland City,5701,V,Vehicle Equipment,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,22,M,W,6,49,W,M,"STRONGS AVE
"
74433,2011-09-11,10:20:00PM,Rutland City,5701,E,Externally Generated Stop,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,RV,Registration Violation,33,M,W,6,49,W,M,"N MAIN ST
"
74273,2011-09-11,11:05:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,NC,No Contraband/Evidence Found,MV,Moving Violation,75,M,W,16,55,W,M,"N MAIN ST
"
74275,2011-09-11,11:20:00AM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,NC,No Contraband/Evidence Found,MV,Moving Violation,52,F,W,16,55,W,M,"N MAIN ST
"
74277,2011-09-11,12:10:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,NC,No Contraband/Evidence Found,MV,Moving Violation,26,M,U,16,55,W,M,"N MAIN ST
"
79360,2011-09-12,7:30:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,24,M,,39,25,W,M,"WOODSTOCK AVE
"
79362,2011-09-12,7:49:00PM,Rutland City,5701,M,Moving Violation,NS,No Search Conducted,T,Ticket / VCVC Issued,X,No Applicable/No Search,MV,Moving Violation,26,M,W,39,25,W,M,"WOODSTOCK AVE
"
